director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Amy Heckerling,Alicia Silverstone,Stacey Dash,Brittany Murphy,Comedy Drama Romance,clueless,Alicia Silverstone Stacey Dash Brittany Murphy Amy Heckerling Comedy Drama Romance
Darrell James Roodt,James Earl Jones,Charles S. Dutton,Jack Robinson,Drama,"cry, the beloved country",James Earl Jones Charles S. Dutton Jack Robinson Darrell James Roodt Drama
Richard Loncraine,Ian McKellen,Annette Bening,Jim Broadbent,Drama War,richard iii,Ian McKellen Annette Bening Jim Broadbent Richard Loncraine Drama War
Albert Hughes Allen Hughes,Larenz Tate,Keith David,Chris Tucker,Action Crime Drama History,dead presidents,Larenz Tate Keith David Chris Tucker Albert Hughes Allen Hughes Action Crime Drama History
Paul W.S. Anderson,Christopher Lambert,Robin Shou,Linden Ashby,Action Fantasy,mortal kombat,Christopher Lambert Robin Shou Linden Ashby Paul W.S. Anderson Action Fantasy
Gus Van Sant,Nicole Kidman,Matt Dillon,Joaquin Phoenix,Fantasy Drama Comedy Thriller,to die for,Nicole Kidman Matt Dillon Joaquin Phoenix Gus Van Sant Fantasy Drama Comedy Thriller
Jocelyn Moorhouse,Winona Ryder,Anne Bancroft,Ellen Burstyn,Drama Romance,how to make an american quilt,Winona Ryder Anne Bancroft Ellen Burstyn Jocelyn Moorhouse Drama Romance
David Fincher,Brad Pitt,Morgan Freeman,Gwyneth Paltrow,Crime Mystery Thriller,se7en,Brad Pitt Morgan Freeman Gwyneth Paltrow David Fincher Crime Mystery Thriller
Mike Gabriel Eric Goldberg,Irene Bedard,Mel Gibson,David Ogden Stiers,Adventure Animation Drama Family,pocahontas,Irene Bedard Mel Gibson David Ogden Stiers Mike Gabriel Eric Goldberg Adventure Animation Drama Family
Patricia Rozema,Pascale Bussières,Rachael Crawford,Henry Czerny,Drama Romance,when night is falling,Pascale Bussières Rachael Crawford Henry Czerny Patricia Rozema Drama Romance
Bryan Singer,Stephen Baldwin,Gabriel Byrne,Chazz Palminteri,Drama Crime Thriller,the usual suspects,Stephen Baldwin Gabriel Byrne Chazz Palminteri Bryan Singer Drama Crime Thriller
Richard W. Munchkin,Cynthia Rothrock,Marshall R. Teague,Daniel McVicar,Action Thriller Drama,guardian angel,Cynthia Rothrock Marshall R. Teague Daniel McVicar Richard W. Munchkin Action Thriller Drama
Woody Allen,Woody Allen,Mira Sorvino,Helena Bonham Carter,Comedy Romance,mighty aphrodite,Woody Allen Mira Sorvino Helena Bonham Carter Woody Allen Comedy Romance
Gianni Amelio,Enrico Lo Verso,Michele Placido,Piro Milkani,Drama Foreign,lamerica,Enrico Lo Verso Michele Placido Piro Milkani Gianni Amelio Drama Foreign
Holly Goldberg Sloan,Steve Guttenberg,Olivia d'Abo,Jay O. Sanders,Action Adventure Comedy Family,the big green,Steve Guttenberg Olivia d'Abo Jay O. Sanders Holly Goldberg Sloan Action Adventure Comedy Family
Ulu Grosbard,Jennifer Jason Leigh,Mare Winningham,Ted Levine,Drama,georgia,Jennifer Jason Leigh Mare Winningham Ted Levine Ulu Grosbard Drama
Jodie Foster,Holly Hunter,Robert Downey Jr.,Anne Bancroft,Comedy Drama Romance,home for the holidays,Holly Hunter Robert Downey Jr. Anne Bancroft Jodie Foster Comedy Drama Romance
Robert Lepage,Lothaire Bluteau,Patrick Goyette,Jean-Louis Millette,Thriller Drama Mystery,the confessional,Lothaire Bluteau Patrick Goyette Jean-Louis Millette Robert Lepage Thriller Drama Mystery
Frank Oz,Hal Scardino,Litefoot,Lindsay Crouse,Adventure Family Fantasy,the indian in the cupboard,Hal Scardino Litefoot Lindsay Crouse Frank Oz Adventure Family Fantasy
Stephen Herek,Richard Dreyfuss,Glenne Headly,Jay Thomas,Music Drama Family,mr. holland's opus,Richard Dreyfuss Glenne Headly Jay Thomas Stephen Herek Music Drama Family
Paris Barclay,Shawn Wayans,Marlon Wayans,Tracey Cherelle Jones,Comedy,don't be a menace to south central while drinking your juice in the hood,Shawn Wayans Marlon Wayans Tracey Cherelle Jones Paris Barclay Comedy
Bill Bennett,Sandra Bullock,Denis Leary,Yaphet Kotto,Comedy Romance,two if by sea,Sandra Bullock Denis Leary Yaphet Kotto Bill Bennett Comedy Romance
Jason Bloom,Pauly Shore,Stephen Baldwin,Joey Lauren Adams,Comedy,bio-dome,Pauly Shore Stephen Baldwin Joey Lauren Adams Jason Bloom Comedy
Farhad Mann,Patrick Bergin,Matt Frewer,Austin O'Brien,Action Sci-Fi,lawnmower man 2: beyond cyberspace,Patrick Bergin Matt Frewer Austin O'Brien Farhad Mann Action Sci-Fi
James Foley,Jerry Barone,Al Pacino,Mary Elizabeth Mastrantonio,Drama Family,two bits,Jerry Barone Al Pacino Mary Elizabeth Mastrantonio James Foley Drama Family
Josiane Balasko,Victoria Abril,Josiane Balasko,Alain Chabat,Comedy Romance,french twist,Victoria Abril Josiane Balasko Alain Chabat Josiane Balasko Comedy Romance
Robert Rodriguez,George Clooney,Quentin Tarantino,Harvey Keitel,Horror Action Thriller Crime,from dusk till dawn,George Clooney Quentin Tarantino Harvey Keitel Robert Rodriguez Horror Action Thriller Crime
Noah Baumbach,Josh Hamilton,Olivia d'Abo,Carlos Jacott,Comedy Drama Romance,kicking and screaming,Josh Hamilton Olivia d'Abo Carlos Jacott Noah Baumbach Comedy Drama Romance
Claude Lelouch,Jean-Paul Belmondo,Michel Boujenah,Alessandra Martines,Drama History,les miserables,Jean-Paul Belmondo Michel Boujenah Alessandra Martines Claude Lelouch Drama History
Michael Goldenberg,Christian Slater,Mary Stuart Masterson,Pamela Adlon,Drama Romance,bed of roses,Christian Slater Mary Stuart Masterson Pamela Adlon Michael Goldenberg Drama Romance
Steve Miner,Rick Moranis,Tom Arnold,Julianne Phillips,Comedy Family,big bully,Rick Moranis Tom Arnold Julianne Phillips Steve Miner Comedy Family
Susanne Ofteringer,Nico,Tina Aumont,Jackson Browne,Documentary,nico icon,Nico Tina Aumont Jackson Browne Susanne Ofteringer Documentary
Sean Penn,Jack Nicholson,David Morse,Anjelica Huston,Drama Thriller,the crossing guard,Jack Nicholson David Morse Anjelica Huston Sean Penn Drama Thriller
Brian Gibson,Demi Moore,Alec Baldwin,Joseph Gordon-Levitt,Drama Thriller,the juror,Demi Moore Alec Baldwin Joseph Gordon-Levitt Brian Gibson Drama Thriller
Jafar Panahi,Aida Mohammadkhani,Mohsen Kafili,Fereshteh Sadre Orafaiy,Family Drama,the white balloon,Aida Mohammadkhani Mohsen Kafili Fereshteh Sadre Orafaiy Jafar Panahi Family Drama
Gary Fleder,Andy García,Christopher Lloyd,William Forsythe,Drama Crime,things to do in denver when you're dead,Andy García Christopher Lloyd William Forsythe Gary Fleder Drama Crime
Marleen Gorris,Willeke van Ammelrooy,Els Dottermans,Dora van der Groen,Drama Comedy,antonia's line,Willeke van Ammelrooy Els Dottermans Dora van der Groen Marleen Gorris Drama Comedy
Tim Reid,"Al Freeman, Jr.",Phylicia Rashād,Paula Kelly,Romance Drama,once upon a time... when we were colored,"Al Freeman, Jr. Phylicia Rashād Paula Kelly Tim Reid Romance Drama"
Philip Haas,Mark Rylance,Kristin Scott Thomas,Patsy Kensit,Drama Romance,angels and insects,Mark Rylance Kristin Scott Thomas Patsy Kensit Philip Haas Drama Romance
Ridley Scott,Jeff Bridges,Caroline Goodall,John Savage,Action Drama,white squall,Jeff Bridges Caroline Goodall John Savage Ridley Scott Action Drama
Ken Kwapis,Jason Alexander,Faye Dunaway,Eric Lloyd,Adventure Comedy Family,dunston checks in,Jason Alexander Faye Dunaway Eric Lloyd Ken Kwapis Adventure Comedy Family
John Badham,Johnny Depp,Courtney Chase,Charles S. Dutton,Crime Drama Thriller,nick of time,Johnny Depp Courtney Chase Charles S. Dutton John Badham Crime Drama Thriller
John Duigan,Jason Patric,Thandie Newton,Larry Drake,Drama,the journey of august king,Jason Patric Thandie Newton Larry Drake John Duigan Drama
Stephen Frears,Julia Roberts,John Malkovich,George Cole,Drama Horror Thriller Romance,mary reilly,Julia Roberts John Malkovich George Cole Stephen Frears Drama Horror Thriller Romance
Wes Craven,Eddie Murphy,Angela Bassett,Allen Payne,Comedy Horror Romance,vampire in brooklyn,Eddie Murphy Angela Bassett Allen Payne Wes Craven Comedy Horror Romance
Ted Demme,Matt Dillon,Noah Emmerich,Annabeth Gish,Comedy Drama Romance,beautiful girls,Matt Dillon Noah Emmerich Annabeth Gish Ted Demme Comedy Drama Romance
John Woo,John Travolta,Christian Slater,Samantha Mathis,Action Adventure Drama Thriller,broken arrow,John Travolta Christian Slater Samantha Mathis John Woo Action Adventure Drama Thriller
Kenneth Branagh,Richard Briers,Joan Collins,Michael Maloney,Comedy,a midwinter's tale,Richard Briers Joan Collins Michael Maloney Kenneth Branagh Comedy
Mathieu Kassovitz,Vincent Cassel,Hubert Koundé,Saïd Taghmaoui,Drama,la haine,Vincent Cassel Hubert Koundé Saïd Taghmaoui Mathieu Kassovitz Drama
Paul W.S. Anderson,Sadie Frost,Jude Law,Sean Pertwee,Action Adventure Drama Sci-Fi Thriller,shopping,Sadie Frost Jude Law Sean Pertwee Paul W.S. Anderson Action Adventure Drama Sci-Fi Thriller
Nick Broomfield,Nick Broomfield,Heidi Fleiss,Madam Alex,Documentary,heidi fleiss: hollywood madam,Nick Broomfield Heidi Fleiss Madam Alex Nick Broomfield Documentary
Harold Becker,Al Pacino,John Cusack,Bridget Fonda,Drama Thriller,city hall,Al Pacino John Cusack Bridget Fonda Harold Becker Drama Thriller
Wes Anderson,Luke Wilson,Owen Wilson,Lumi Cavazos,Comedy Crime Drama,bottle rocket,Luke Wilson Owen Wilson Lumi Cavazos Wes Anderson Comedy Crime Drama
Nick Castle,Ellen DeGeneres,Bill Pullman,Joan Cusack,Comedy Romance,mr. wrong,Ellen DeGeneres Bill Pullman Joan Cusack Nick Castle Comedy Romance
Dennis Dugan,Adam Sandler,Ben Stiller,Christopher McDonald,Comedy,happy gilmore,Adam Sandler Ben Stiller Christopher McDonald Dennis Dugan Comedy
Clint Eastwood,Meryl Streep,Clint Eastwood,Annie Corley,Drama Romance,the bridges of madison county,Meryl Streep Clint Eastwood Annie Corley Clint Eastwood Drama Romance
Doris Dörrie,Maria Schrader,Pierre Sanoussi-Bliss,Michael von Au,Drama Comedy Family,nobody loves me,Maria Schrader Pierre Sanoussi-Bliss Michael von Au Doris Dörrie Drama Comedy Family
Brian Henson,Tim Curry,Kevin Bishop,Jennifer Saunders,Action Comedy Music Family Adventure,muppet treasure island,Tim Curry Kevin Bishop Jennifer Saunders Brian Henson Action Comedy Music Family Adventure
Robert Leacock,Christy Turlington,Azzedine Alaïa,Giorgio Armani,Documentary,catwalk,Christy Turlington Azzedine Alaïa Giorgio Armani Robert Leacock Documentary
James Bruce,Raymond J. Barry,Rustam Branaman,Jennifer MacDonald,Crime,headless body in topless bar,Raymond J. Barry Rustam Branaman Jennifer MacDonald James Bruce Crime
Mel Gibson,Mel Gibson,Catherine McCormack,Sophie Marceau,Action Drama History War,braveheart,Mel Gibson Catherine McCormack Sophie Marceau Mel Gibson Action Drama History War
Stanley Tong,Jackie Chan,Anita Mui,Françoise Yip,Crime Action Comedy Thriller,rumble in the bronx,Jackie Chan Anita Mui Françoise Yip Stanley Tong Crime Action Comedy Thriller
Barbet Schroeder,Meryl Streep,Liam Neeson,Edward Furlong,Drama Thriller,before and after,Meryl Streep Liam Neeson Edward Furlong Barbet Schroeder Drama Thriller
Mort Ransen,Helena Bonham Carter,Clive Russell,Craig Olejnik,Drama,margaret's museum,Helena Bonham Carter Clive Russell Craig Olejnik Mort Ransen Drama
Étienne Chatiliez,Michel Serrault,Eddy Mitchell,Sabine Azéma,Comedy,happiness is in the field,Michel Serrault Eddy Mitchell Sabine Azéma Étienne Chatiliez Comedy
Benjamin Ross,Tobias Arnold,Ruth Sheen,Roger Lloyd Pack,Comedy Crime Drama,the young poisoner's handbook,Tobias Arnold Ruth Sheen Roger Lloyd Pack Benjamin Ross Comedy Crime Drama
Eric Schaeffer,Sarah Jessica Parker,Elle Macpherson,Scarlett Johansson,Comedy Romance,if lucy fell,Sarah Jessica Parker Elle Macpherson Scarlett Johansson Eric Schaeffer Comedy Romance
Andrew Davis,Andy García,Alan Arkin,Rachel Ticotin,Comedy Drama,steal big steal little,Andy García Alan Arkin Rachel Ticotin Andrew Davis Comedy Drama
Charles T. Kanganis,Halle Berry,Jim Belushi,Casey Affleck,Action Adventure Comedy Drama Family,race the sun,Halle Berry Jim Belushi Casey Affleck Charles T. Kanganis Action Adventure Comedy Drama Family
John N. Smith,Henry Czerny,Johnny Morina,Brian Dooley,Drama,the boys of st. vincent,Henry Czerny Johnny Morina Brian Dooley John N. Smith Drama
Reginald Hudlin,Eddie Murphy,Robin Givens,Halle Berry,Comedy Romance,boomerang,Eddie Murphy Robin Givens Halle Berry Reginald Hudlin Comedy Romance
Wong Kar-wai,Brigitte Lin,Tony Leung Chiu-Wai,Faye Wong,Drama Comedy Romance,chungking express,Brigitte Lin Tony Leung Chiu-Wai Faye Wong Wong Kar-wai Drama Comedy Romance
Giuseppe Tornatore,Sergio Castellitto,Tiziana Lodato,Franco Scaldati,Drama Romance,the star maker,Sergio Castellitto Tiziana Lodato Franco Scaldati Giuseppe Tornatore Drama Romance
David O. Russell,Ben Stiller,Patricia Arquette,Téa Leoni,Comedy Romance,flirting with disaster,Ben Stiller Patricia Arquette Téa Leoni David O. Russell Comedy Romance
Peter MacDonald,Jason James Richter,Melody Kay,Kevin McNulty,Fantasy,the neverending story iii: escape from fantasia,Jason James Richter Melody Kay Kevin McNulty Peter MacDonald Fantasy
Moufida Tlatli,Amel Hedhili,Najia Ouerghi,Fatima Ben Saïdane,Drama,the silences of the palace,Amel Hedhili Najia Ouerghi Fatima Ben Saïdane Moufida Tlatli Drama
Bryan Gordon,Josh Charles,Anne Heche,John Goodman,Comedy Romance,pie in the sky,Josh Charles Anne Heche John Goodman Bryan Gordon Comedy Romance
Rebecca Miller,Miranda Rhyne,Charlotte Eve Blythe,Anna Levine,Comedy Drama,angela,Miranda Rhyne Charlotte Eve Blythe Anna Levine Rebecca Miller Comedy Drama
Michael Lindsay-Hogg,Matt Dillon,Corban Walker,Gabriel Byrne,Drama Romance War,frankie starlight,Matt Dillon Corban Walker Gabriel Byrne Michael Lindsay-Hogg Drama Romance War
William Friedkin,David Caruso,Linda Fiorentino,Chazz Palminteri,Action Thriller Mystery Romance,jade,David Caruso Linda Fiorentino Chazz Palminteri William Friedkin Action Thriller Mystery Romance
Ángel Muñiz,Luisito Marti,Alfonso Zayas,Caridad Ravelo,Comedy Drama Romance,nueba yol,Luisito Marti Alfonso Zayas Caridad Ravelo Ángel Muñiz Comedy Drama Romance
Craig Baldwin,Lloyd Dunn,Chris Grigg,Mark Hosler,Music Documentary,sonic outlaws,Lloyd Dunn Chris Grigg Mark Hosler Craig Baldwin Music Documentary
David S. Ward,Kelsey Grammer,Lauren Holly,Rob Schneider,Comedy,down periscope,Kelsey Grammer Lauren Holly Rob Schneider David S. Ward Comedy
Terence Davies,Jacob Tierney,Drake Bell,Gena Rowlands,Drama,the neon bible,Jacob Tierney Drake Bell Gena Rowlands Terence Davies Drama
Jon Avnet,Robert Redford,Michelle Pfeiffer,Stockard Channing,Drama Romance,up close & personal,Robert Redford Michelle Pfeiffer Stockard Channing Jon Avnet Drama Romance
Mike Nichols,Robin Williams,Gene Hackman,Nathan Lane,Comedy,the birdcage,Robin Williams Gene Hackman Nathan Lane Mike Nichols Comedy
Jakov Sedlar,Martin Sheen,Michael York,Morgan Fairchild,Drama,virgin mary,Martin Sheen Michael York Morgan Fairchild Jakov Sedlar Drama
Edward Burns,Shari Albert,Maxine Bahns,Catharine Bolz,Comedy Drama Romance,the brothers mcmullen,Shari Albert Maxine Bahns Catharine Bolz Edward Burns Comedy Drama Romance
Christopher Cain,Stephen Lang,Ryan Slater,Yi Ding,Action Adventure Drama Family,the amazing panda adventure,Stephen Lang Ryan Slater Yi Ding Christopher Cain Action Adventure Drama Family
Scott Kalvert,Leonardo DiCaprio,Lorraine Bracco,James Madio,Drama Crime,the basketball diaries,Leonardo DiCaprio Lorraine Bracco James Madio Scott Kalvert Drama Crime
Mike Newell,Alan Rickman,Hugh Grant,Georgina Cates,Romance Drama Comedy,an awfully big adventure,Alan Rickman Hugh Grant Georgina Cates Mike Newell Romance Drama Comedy
Hal Hartley,Isabelle Huppert,Martin Donovan,Elina Löwensohn,Crime Comedy Drama Thriller,amateur,Isabelle Huppert Martin Donovan Elina Löwensohn Hal Hartley Crime Comedy Drama Thriller
Ron Howard,Tom Hanks,Bill Paxton,Kevin Bacon,Drama,apollo 13,Tom Hanks Bill Paxton Kevin Bacon Ron Howard Drama
Michael Caton-Jones,Liam Neeson,Jessica Lange,John Hurt,Adventure,rob roy,Liam Neeson Jessica Lange John Hurt Michael Caton-Jones Adventure
Abel Ferrara,Lili Taylor,Christopher Walken,Annabella Sciorra,Drama Horror,the addiction,Lili Taylor Christopher Walken Annabella Sciorra Abel Ferrara Drama Horror
Joel Schumacher,Val Kilmer,Tommy Lee Jones,Jim Carrey,Action Crime Fantasy,batman forever,Val Kilmer Tommy Lee Jones Jim Carrey Joel Schumacher Action Crime Fantasy
John Boorman,Patricia Arquette,Frances McDormand,U Aung Ko,Drama Thriller,beyond rangoon,Patricia Arquette Frances McDormand U Aung Ko John Boorman Drama Thriller
Paul Auster Wayne Wang,Harvey Keitel,Lou Reed,Michael J. Fox,Comedy,blue in the face,Harvey Keitel Lou Reed Michael J. Fox Paul Auster Wayne Wang Comedy
Michael Moore,John Candy,Alan Alda,Rhea Perlman,Action Comedy,canadian bacon,John Candy Alan Alda Rhea Perlman Michael Moore Action Comedy
Brad Silberling,Christina Ricci,Bill Pullman,Cathy Moriarty,Fantasy Comedy Family,casper,Christina Ricci Bill Pullman Cathy Moriarty Brad Silberling Fantasy Comedy Family
Spike Lee,Harvey Keitel,John Turturro,Delroy Lindo,Mystery Crime Drama,clockers,Harvey Keitel John Turturro Delroy Lindo Spike Lee Mystery Crime Drama
Frank Marshall,Laura Linney,Dylan Walsh,Ernie Hudson,Action Adventure Drama Mystery Sci-Fi Thriller,congo,Laura Linney Dylan Walsh Ernie Hudson Frank Marshall Action Adventure Drama Mystery Sci-Fi Thriller
Tony Scott,Denzel Washington,Gene Hackman,Matt Craven,Action Thriller Drama,crimson tide,Denzel Washington Gene Hackman Matt Craven Tony Scott Action Thriller Drama
Terry Zwigoff,Robert Crumb,Aline Kominsky,Charles Crumb,Documentary,crumb,Robert Crumb Aline Kominsky Charles Crumb Terry Zwigoff Documentary
Robert Rodriguez,Antonio Banderas,Salma Hayek,Joaquim de Almeida,Thriller Action Crime,desperado,Antonio Banderas Salma Hayek Joaquim de Almeida Robert Rodriguez Thriller Action Crime
Carl Franklin,Denzel Washington,Tom Sizemore,Jennifer Beals,Drama Mystery Thriller,devil in a blue dress,Denzel Washington Tom Sizemore Jennifer Beals Carl Franklin Drama Mystery Thriller
John McTiernan,Bruce Willis,Jeremy Irons,Samuel L. Jackson,Action Thriller,die hard: with a vengeance,Bruce Willis Jeremy Irons Samuel L. Jackson John McTiernan Action Thriller
Gregg Araki,Rose McGowan,James Duval,Johnathon Schaech,Action Comedy Crime Drama,the doom generation,Rose McGowan James Duval Johnathon Schaech Gregg Araki Action Comedy Crime Drama
Christopher Menaul,Embeth Davidtz,Tom Bell,Gemma Jones,Drama Crime,feast of july,Embeth Davidtz Tom Bell Gemma Jones Christopher Menaul Drama Crime
Jerry Zucker,Sean Connery,Richard Gere,Julia Ormond,Action Adventure Drama Romance,first knight,Sean Connery Richard Gere Julia Ormond Jerry Zucker Action Adventure Drama Romance
Dwight H. Little,Jason James Richter,Michael Madsen,Jayne Atkinson,Adventure,free willy 2 - the adventure home,Jason James Richter Michael Madsen Jayne Atkinson Dwight H. Little Adventure
Iain Softley,Jonny Lee Miller,Angelina Jolie,Jesse Bradford,Action Crime Thriller Drama,hackers,Jonny Lee Miller Angelina Jolie Jesse Bradford Iain Softley Action Crime Thriller Drama
Christopher Ashley,Steven Weber,Patrick Stewart,Michael T. Weiss,Comedy Drama Romance,jeffrey,Steven Weber Patrick Stewart Michael T. Weiss Christopher Ashley Comedy Drama Romance
Robert Longo,Keanu Reeves,Dina Meyer,Takeshi Kitano,Adventure Action Drama Sci-Fi Thriller,johnny mnemonic,Keanu Reeves Dina Meyer Takeshi Kitano Robert Longo Adventure Action Drama Sci-Fi Thriller
Danny Cannon,Sylvester Stallone,Diane Lane,Armand Assante,Sci-Fi,judge dredd,Sylvester Stallone Diane Lane Armand Assante Danny Cannon Sci-Fi
